codigo;capitulo;titulo;unidad;mano_obra;horas_oficial_por_unidad;horas_ayudante_por_unidad;horas_persona_por_unidad;horas_equipo_por_unidad;recursos;recursos_provisionales_ve;codigos_provisionales_ve;coste_directo_ve_usd;precio_venta_ve_usd;descripcion_caracteres;codigo_legacy;apu_duplicado
03.02.01.110;03;Excavación para cimientos de edificación.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1200 h/m3 | MO-AYU · apoyo general de obra · 0.1200 h/m3;0.0000;0.2400;0.2400;0.1600;5;3;MQ-RETRO,MQ-VOLQ,MT-CONS-DEM;5.67;7.37;110;;3
03.02.01.120;03;Excavación para piscina o tanque.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1200 h/m3 | MO-AYU · apoyo general de obra · 0.1200 h/m3;0.0000;0.2400;0.2400;0.1600;5;3;MQ-RETRO,MQ-VOLQ,MT-CONS-DEM;5.67;7.37;112;;3
03.02.01.130;03;Excavación de sótano.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1200 h/m3 | MO-AYU · apoyo general de obra · 0.1200 h/m3;0.0000;0.2400;0.2400;0.1700;5;3;MQ-RETRO,MQ-VOLQ,MT-CONS-DEM;5.85;7.60;115;;
03.02.01.140;03;Excavación en terreno con agua.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.2000 h/m3 | MO-AYU · apoyo general de obra · 0.2000 h/m3;0.0000;0.4000;0.4000;0.4800;6;4;MQ-BOMBA-ACHI,MQ-RETRO,MQ-VOLQ,MT-CONS-DEM;7.74;10.06;127;;
03.02.01.150;03;Excavación de explanada.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1000 h/m3 | MO-AYU · apoyo general de obra · 0.1000 h/m3;0.0000;0.2000;0.2000;0.1300;5;3;MQ-RETRO,MQ-VOLQ,MT-CONS-DEM;4.61;5.99;121;;3
03.02.01.160;03;Excavación a cielo abierto con retiro lateral.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1000 h/m3 | MO-AYU · apoyo general de obra · 0.1000 h/m3;0.0000;0.2000;0.2000;0.1300;5;3;MQ-RETRO,MQ-VOLQ,MT-CONS-DEM;4.61;5.99;161;;3
03.03.01.010;03;Excavación manual en zanja para fundaciones.;m³;MO-AYU-ESP · apoyo especializado de obra · 0.9000 h/m³ | MO-AYU · apoyo general de obra · 1.7000 h/m³;0.0000;2.6000;2.6000;0.0000;3;1;MT-CONS-DEM;9.81;12.76;694;CT-03-02-010;
03.03.01.020;03;Excavación mecanizada en zanja para fundaciones.;m³;MO-AYU-ESP · apoyo especializado de obra · 0.1800 h/m³ | MO-AYU · apoyo general de obra · 0.2800 h/m³;0.0000;0.4600;0.4600;0.1100;4;2;MQ-RETRO,MT-CONS-DEM;5.67;7.37;644;CT-03-02-020;
03.03.01.030;03;Excavación manual en zanja para instalaciones enterradas.;m³;MO-AYU-ESP · apoyo especializado de obra · 0.8500 h/m³ | MO-AYU · apoyo general de obra · 1.5500 h/m³;0.0000;2.4000;2.4000;0.0000;4;1;MT-CONS-DEM;9.62;12.51;748;CT-03-02-030;
03.03.01.040;03;Entibado de zanja con madera.;m²;MO-OF1-ALB · albañilería · 0.2800 h/m² | MO-AYU-ESP · apoyo especializado de obra · 0.2800 h/m²;0.2800;0.2800;0.5600;0.0000;4;1;MT-MADERA-ENTIB;6.94;9.02;614;CT-03-02-070;
03.03.01.050;03;Excavación de pozo para fundación.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1500 h/m3 | MO-AYU · apoyo general de obra · 0.1500 h/m3;0.0000;0.3000;0.3000;0.1000;4;2;MQ-RETRO,MT-CONS-DEM;4.84;6.29;111;;
03.03.01.060;03;Excavación de zanja con entibado.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.2500 h/m3 | MO-AYU · apoyo general de obra · 0.2500 h/m3;0.0000;0.5000;0.5000;0.0800;5;3;MQ-RETRO,MT-CONS-DEM,MT-MADERA-ENTIB;8.38;10.89;114;;
03.03.01.070;03;Zanja para tubería de drenaje.;m;MO-AYU-ESP · apoyo especializado de obra · 0.1500 h/m | MO-AYU · apoyo general de obra · 0.1500 h/m;0.0000;0.3000;0.3000;0.0600;4;2;MQ-RETRO,MT-CONS-DEM;3.48;4.52;116;;2
03.03.01.080;03;Zanja para tubería de agua.;m;MO-AYU-ESP · apoyo especializado de obra · 0.1200 h/m | MO-AYU · apoyo general de obra · 0.1200 h/m;0.0000;0.2400;0.2400;0.0500;4;2;MQ-RETRO,MT-CONS-DEM;2.88;3.74;113;;3
03.03.01.090;03;Zanja para tubería eléctrica.;m;MO-AYU-ESP · apoyo especializado de obra · 0.1200 h/m | MO-AYU · apoyo general de obra · 0.1200 h/m;0.0000;0.2400;0.2400;0.0500;4;2;MQ-RETRO,MT-CONS-DEM;2.88;3.74;120;;3
03.03.01.100;03;Excavación localizada a mano en interior.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.4000 h/m3 | MO-AYU · apoyo general de obra · 0.4000 h/m3;0.0000;0.8000;0.8000;0.0000;4;2;MT-CONS-DEM,MT-SAC-ESC;3.91;5.08;112;;
03.03.01.110;03;Zanja para cable de datos.;m;MO-AYU-ESP · apoyo especializado de obra · 0.1000 h/m | MO-AYU · apoyo general de obra · 0.1000 h/m;0.0000;0.2000;0.2000;0.0400;4;2;MQ-RETRO,MT-CONS-DEM;2.34;3.04;118;;
03.03.01.120;03;Zanja para gas.;m;MO-AYU-ESP · apoyo especializado de obra · 0.1200 h/m | MO-AYU · apoyo general de obra · 0.1200 h/m;0.0000;0.2400;0.2400;0.0500;4;2;MQ-RETRO,MT-CONS-DEM;2.88;3.74;112;;3
03.03.01.130;03;Excavación de registro enterrado.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.3000 h/m3 | MO-AYU · apoyo general de obra · 0.3000 h/m3;0.0000;0.6000;0.6000;0.1000;4;2;MQ-RETRO,MT-CONS-DEM;6.14;7.98;108;;
03.03.01.140;03;Zanja de fundación corrida.;m;MO-AYU-ESP · apoyo especializado de obra · 0.1500 h/m | MO-AYU · apoyo general de obra · 0.1500 h/m;0.0000;0.3000;0.3000;0.0600;4;2;MQ-RETRO,MT-CONS-DEM;3.48;4.52;115;;2
03.04.01.010;03;Relleno y compactación con material del sitio.;m³;MO-AYU-ESP · apoyo especializado de obra · 0.3200 h/m³ | MO-AYU · apoyo general de obra · 0.4800 h/m³;0.0000;0.8000;0.8000;0.2200;4;2;MQ-COMPACT-SALTO,MT-AGUA-OBRA;4.13;5.38;572;CT-03-03-010;
03.04.01.020;03;Relleno y compactación con material granular de préstamo.;m³;MO-AYU-ESP · apoyo especializado de obra · 0.3000 h/m³ | MO-AYU · apoyo general de obra · 0.4400 h/m³;0.0000;0.7400;0.7400;0.2300;5;2;MQ-COMPACT-SALTO,MT-AGUA-OBRA;24.17;31.43;504;CT-03-03-020;
03.04.01.030;03;Relleno de zanja de instalaciones con arena.;m³;MO-AYU-ESP · apoyo especializado de obra · 0.3500 h/m³ | MO-AYU · apoyo general de obra · 0.5200 h/m³;0.0000;0.8700;0.8700;0.0000;5;1;MT-AGUA-OBRA;30.57;39.74;587;CT-03-03-030;
03.04.01.040;03;Base de piedra picada compactada.;m³;MO-AYU-ESP · apoyo especializado de obra · 0.2800 h/m³ | MO-AYU · apoyo general de obra · 0.4000 h/m³;0.0000;0.6800;0.6800;0.2000;5;2;MQ-PLANCHA-COMP,MT-AGUA-OBRA;37.31;48.51;520;CT-03-03-040;
03.04.01.050;03;Nivelación y compactación de terreno.;m²;MO-AYU-ESP · apoyo especializado de obra · 0.0700 h/m² | MO-AYU · apoyo general de obra · 0.1000 h/m²;0.0000;0.1700;0.1700;0.0750;5;3;MQ-NIVEL-LASER,MQ-PLANCHA-COMP,MT-AGUA-OBRA;0.94;1.22;501;CT-03-03-050;
03.04.01.060;03;Relleno compactado en capas.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1500 h/m3 | MO-AYU · apoyo general de obra · 0.1500 h/m3;0.0000;0.3000;0.3000;0.0800;4;2;MQ-COMPACT-SALTO,MT-CONS-DEM;1.56;2.02;136;;
03.04.01.070;03;Relleno con material granular.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1500 h/m3 | MO-AYU · apoyo general de obra · 0.1500 h/m3;0.0000;0.3000;0.3000;0.0800;4;1;MQ-COMPACT-SALTO;32.61;42.39;117;;
03.04.01.080;03;Base de piedra picada compactada para pavimento.;m2;MO-AYU-ESP · apoyo especializado de obra · 0.1000 h/m2 | MO-AYU · apoyo general de obra · 0.1000 h/m2;0.0000;0.2000;0.2000;0.0600;4;1;MQ-PLANCHA-COMP;5.23;6.80;125;;
03.04.01.090;03;Base de arena compactada.;m2;MO-AYU-ESP · apoyo especializado de obra · 0.0800 h/m2 | MO-AYU · apoyo general de obra · 0.0800 h/m2;0.0000;0.1600;0.1600;0.0500;4;1;MQ-PLANCHA-COMP;3.46;4.50;117;;
03.04.01.100;03;Nivelación y compactación de subrasante.;m2;MO-AYU-ESP · apoyo especializado de obra · 0.0800 h/m2 | MO-AYU · apoyo general de obra · 0.0800 h/m2;0.0000;0.1600;0.1600;0.0700;4;2;MQ-NIVEL-LASER,MQ-PLANCHA-COMP;0.84;1.10;118;;2
03.04.01.110;03;Relleno de zanja con arena.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1200 h/m3 | MO-AYU · apoyo general de obra · 0.1200 h/m3;0.0000;0.2400;0.2400;0.0600;4;1;MQ-COMPACT-SALTO;27.85;36.20;119;;
03.04.01.120;03;Relleno con material de excavación reutilizado.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1500 h/m3 | MO-AYU · apoyo general de obra · 0.1500 h/m3;0.0000;0.3000;0.3000;0.0800;3;1;MQ-COMPACT-SALTO;1.50;1.95;138;;
03.04.01.130;03;Compactación de terraplén.;m2;MO-AYU-ESP · apoyo especializado de obra · 0.0800 h/m2 | MO-AYU · apoyo general de obra · 0.0800 h/m2;0.0000;0.1600;0.1600;0.0600;3;1;MQ-PLANCHA-COMP;0.84;1.09;122;;
03.04.01.140;03;Relleno estructural con piedra picada.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1500 h/m3 | MO-AYU · apoyo general de obra · 0.1500 h/m3;0.0000;0.3000;0.3000;0.0800;4;1;MQ-PLANCHA-COMP;35.38;45.99;124;;
03.05.01.010;03;Achique de agua en excavación.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1500 h/m3 | MO-AYU · apoyo general de obra · 0.1500 h/m3;0.0000;0.3000;0.3000;0.5000;3;1;MQ-BOMBA-ACHI;2.35;3.05;133;;
03.05.01.020;03;Drenaje provisional con tubería perforada.;m;MO-AYU-ESP · apoyo especializado de obra · 0.2000 h/m | MO-AYU · apoyo general de obra · 0.2000 h/m;0.0000;0.4000;0.4000;0.0400;5;3;MQ-RETRO,MT-GEOTEXTIL,MT-TUBO-DREN;7.86;10.22;114;;
03.05.01.030;03;Cuneta provisional de desvío de aguas.;m;MO-AYU-ESP · apoyo especializado de obra · 0.1500 h/m | MO-AYU · apoyo general de obra · 0.1500 h/m;0.0000;0.3000;0.3000;0.0400;4;2;MQ-RETRO,MT-CONS-DEM;2.72;3.53;122;;
03.05.02.010;03;Estabilización de fondo de excavación.;m2;MO-AYU-ESP · apoyo especializado de obra · 0.1000 h/m2 | MO-AYU · apoyo general de obra · 0.1000 h/m2;0.0000;0.2000;0.2000;0.0500;4;1;MQ-PLANCHA-COMP;3.78;4.91;138;;
03.05.02.020;03;Protección de talud con geotextil.;m2;MO-AYU-ESP · apoyo especializado de obra · 0.1000 h/m2 | MO-AYU · apoyo general de obra · 0.1000 h/m2;0.0000;0.2000;0.2000;0.0300;4;2;MQ-SIERRA,MT-GEOTEXTIL;2.07;2.69;108;;
03.05.02.030;03;Estabilización de talud con malla.;m2;MO-OF1-ALB · albañilería · 0.2500 h/m2 | MO-AYU · apoyo general de obra · 0.2000 h/m2;0.2500;0.2000;0.4500;0.1000;5;1;MQ-TALADRO;11.80;15.34;118;;
03.05.02.040;03;Estabilización de fondo con material granular.;m2;MO-AYU-ESP · apoyo especializado de obra · 0.1200 h/m2 | MO-AYU · apoyo general de obra · 0.1200 h/m2;0.0000;0.2400;0.2400;0.0600;4;1;MQ-PLANCHA-COMP;4.53;5.89;141;;
03.06.01.010;03;Carga manual y transporte de tierra sobrante a botadero.;m³;MO-AYU · apoyo general de obra · 1.1000 h/m³;0.0000;1.1000;1.1000;0.2300;3;2;MQ-VOLQ,MT-CANON-TIERRA;10.90;14.17;492;CT-03-04-010;
03.06.01.020;03;Carga mecanizada y transporte de tierra sobrante a botadero.;m³;MO-AYU · apoyo general de obra · 0.2300 h/m³;0.0000;0.2300;0.2300;0.2600;4;3;MQ-RETRO,MQ-VOLQ,MT-CANON-TIERRA;9.40;12.22;432;CT-03-04-020;
03.06.01.030;03;Acopio provisional de tierra en obra para su reutilización.;m³;MO-AYU · apoyo general de obra · 0.3200 h/m³;0.0000;0.3200;0.3200;0.0400;3;2;MQ-RETRO,MT-PROT-PLAST;2.64;3.44;514;CT-03-04-030;
03.06.01.040;03;Suministro y transporte de material de préstamo a obra.;m³;MO-AYU · apoyo general de obra · 0.1500 h/m³;0.0000;0.1500;0.1500;0.1700;3;1;MQ-VOLQ;19.78;25.72;423;CT-03-04-040;
03.06.01.050;03;Traslado interno de material con carretilla.;m³;MO-AYU · apoyo general de obra · 1.6000 h/m³;0.0000;1.6000;1.6000;0.0000;3;1;MT-SAC-ESC;6.07;7.88;482;CT-03-04-050;
03.06.01.060;03;Carga mecanizada de tierra sobrante.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1000 h/m3 | MO-AYU · apoyo general de obra · 0.1000 h/m3;0.0000;0.2000;0.2000;0.1000;4;2;MQ-RETRO,MQ-VOLQ;3.43;4.46;96;;
03.06.01.070;03;Transporte de tierra sobrante a botadero.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1000 h/m3 | MO-AYU · apoyo general de obra · 0.1000 h/m3;0.0000;0.2000;0.2000;0.1000;4;2;MQ-VOLQ,MT-CANON-TIERRA;5.40;7.02;124;;
03.06.01.080;03;Transporte de escombro a vertedero.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1000 h/m3 | MO-AYU · apoyo general de obra · 0.1000 h/m3;0.0000;0.2000;0.2000;0.1000;4;2;MQ-VOLQ,MT-CANON;6.11;7.94;107;;
03.06.01.090;03;Acopio y reutilización de tierra en obra.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1000 h/m3 | MO-AYU · apoyo general de obra · 0.1000 h/m3;0.0000;0.2000;0.2000;0.0500;4;2;MQ-RETRO,MT-PROT-PLAST;2.67;3.47;116;;
03.06.01.100;03;Suministro de material de préstamo.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1000 h/m3 | MO-AYU · apoyo general de obra · 0.1000 h/m3;0.0000;0.2000;0.2000;0.1000;4;1;MQ-VOLQ;33.68;43.79;132;;2
03.06.01.110;03;Suministro de arena lavada.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1000 h/m3 | MO-AYU · apoyo general de obra · 0.1000 h/m3;0.0000;0.2000;0.2000;0.1000;4;1;MQ-VOLQ;27.02;35.12;124;;
03.06.01.120;03;Carga manual de tierra sobrante.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.3000 h/m3 | MO-AYU · apoyo general de obra · 0.3000 h/m3;0.0000;0.6000;0.6000;0.0000;3;1;MT-SAC-ESC;3.59;4.66;103;;
03.06.01.130;03;Transporte interno con carretilla.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.2500 h/m3 | MO-AYU · apoyo general de obra · 0.2500 h/m3;0.0000;0.5000;0.5000;0.0000;2;0;;1.89;2.46;105;;
03.06.01.140;03;Suministro de piedra picada.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1000 h/m3 | MO-AYU · apoyo general de obra · 0.1000 h/m3;0.0000;0.2000;0.2000;0.1000;4;1;MQ-VOLQ;33.68;43.79;125;;2
03.06.01.150;03;Suministro de gravilla.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.1000 h/m3 | MO-AYU · apoyo general de obra · 0.1000 h/m3;0.0000;0.2000;0.2000;0.1000;4;1;MQ-VOLQ;29.24;38.01;120;;
04.01.01.010;04;Sustitución de terreno con material granular.;m3;MO-AYU-ESP · apoyo especializado de obra · 0.2000 h/m3 | MO-AYU · apoyo general de obra · 0.2000 h/m3;0.0000;0.4000;0.4000;0.1600;5;2;MQ-PLANCHA-COMP,MQ-RETRO;38.59;50.16;135;;
04.01.01.020;04;Mejoramiento de suelo con cemento.;m3;MO-OF1-ALB · albañilería · 0.3000 h/m3 | MO-AYU · apoyo general de obra · 0.2500 h/m3;0.3000;0.2500;0.5500;0.1800;5;2;MQ-MEZCL,MQ-PLANCHA-COMP;21.40;27.82;131;;
04.01.02.010;04;Nivelación y compactación de fondo de fundación.;m2;MO-AYU-ESP · apoyo especializado de obra · 0.0800 h/m2 | MO-AYU · apoyo general de obra · 0.0800 h/m2;0.0000;0.1600;0.1600;0.0700;4;2;MQ-NIVEL-LASER,MQ-PLANCHA-COMP;0.84;1.10;127;;2
04.01.02.020;04;Riego y compactación de fundación.;m2;MO-AYU-ESP · apoyo especializado de obra · 0.0800 h/m2 | MO-AYU · apoyo general de obra · 0.0800 h/m2;0.0000;0.1600;0.1600;0.0500;4;2;MQ-PLANCHA-COMP,MT-AGUA-OBRA;0.88;1.14;117;;
04.01.02.030;04;Verificación de capacidad portante.;m2;MO-OF1-ALB · albañilería · 0.1200 h/m2 | MO-AYU · apoyo general de obra · 0.0600 h/m2;0.1200;0.0600;0.1800;0.0300;3;1;MQ-NIVEL-LASER;0.95;1.23;121;;
04.01.02.040;04;Mejoramiento de fundación con geotextil.;m2;MO-AYU-ESP · apoyo especializado de obra · 0.0800 h/m2 | MO-AYU · apoyo general de obra · 0.0800 h/m2;0.0000;0.1600;0.1600;0.0300;4;2;MQ-SIERRA,MT-GEOTEXTIL;1.92;2.49;133;;
04.01.02.050;04;Limpieza y saneo de fondo de fundación.;m2;MO-AYU-ESP · apoyo especializado de obra · 0.0800 h/m2 | MO-AYU · apoyo general de obra · 0.0800 h/m2;0.0000;0.1600;0.1600;0.0000;3;1;MT-CONS-DEM;0.72;0.93;114;;
04.02.01.010;04;Concreto pobre de limpieza bajo fundaciones, 5 cm de espesor.;m²;MO-AYU-ESP · apoyo especializado de obra · 0.0700 h/m² | MO-AYU · apoyo general de obra · 0.1000 h/m²;0.0000;0.1700;0.1700;0.0000;3;0;;5.91;7.69;566;CT-04-01-010;
04.02.01.020;04;Acero de refuerzo en zapatas y bases.;kg;MO-OF1-CAB · armado de acero de refuerzo · 0.0280 h/kg | MO-AYU · apoyo general de obra · 0.0280 h/kg;0.0280;0.0280;0.0560;0.0120;6;2;MQ-CIZALLA,MT-SEPARADOR;1.60;2.08;701;CT-04-01-020;
04.02.01.030;04;Encofrado y desencofrado de zapata.;m²;MO-OF1-CARP · encofrado y carpintería de obra · 0.4800 h/m² | MO-AYU · apoyo general de obra · 0.4800 h/m²;0.4800;0.4800;0.9600;0.0000;5;1;MT-DESMOLD;10.56;13.73;585;CT-04-01-030;
04.02.01.040;04;Concreto para zapata aislada.;m³;MO-OF1-ALB · albañilería · 0.4200 h/m³ | MO-AYU-ESP · apoyo especializado de obra · 0.5000 h/m³ | MO-AYU · apoyo general de obra · 0.7000 h/m³;0.4200;1.2000;1.6200;0.1800;6;2;MQ-VIBRADOR,MT-CURADOR;121.64;158.14;616;CT-04-01-040;
04.02.01.050;04;Concreto para zapata corrida.;m³;MO-OF1-ALB · albañilería · 0.3800 h/m³ | MO-AYU-ESP · apoyo especializado de obra · 0.4500 h/m³ | MO-AYU · apoyo general de obra · 0.6200 h/m³;0.3800;1.0700;1.4500;0.1600;6;2;MQ-VIBRADOR,MT-CURADOR;120.80;157.04;581;CT-04-01-050;
04.02.01.060;04;Pedestal de concreto armado sobre fundación.;m³;MO-OF1-CARP · encofrado y carpintería de obra · 1.9000 h/m³ | MO-OF1-ALB · albañilería · 0.7000 h/m³ | MO-AYU · apoyo general de obra · 2.4000 h/m³;2.6000;2.4000;5.0000;0.3000;9;3;MQ-VIBRADOR,MT-CURADOR,MT-DESMOLD;179.16;232.91;587;CT-04-01-060;
04.02.01.070;04;Dado o base de concreto para equipo o máquina.;ud;MO-OF1-ALB · albañilería · 0.9000 h/ud | MO-OF1-CAB · armado de acero de refuerzo · 0.5500 h/ud | MO-OF1-CARP · encofrado y carpintería de obra · 0.7000 h/ud | MO-AYU · apoyo general de obra · 1.5000 h/ud;2.1500;1.5000;3.6500;0.2300;13;4;MQ-CIZALLA,MQ-VIBRADOR,MT-CURADOR,MT-DESMOLD;65.57;85.24;469;CT-04-01-070;
04.02.01.080;04;Recalce de fundación existente.;m;MO-OF1-ALB · albañilería · 2.4000 h/m | MO-OF1-CAB · armado de acero de refuerzo · 0.8000 h/m | MO-AYU-ESP · apoyo especializado de obra · 1.6000 h/m | MO-AYU · apoyo general de obra · 2.6000 h/m;3.2000;4.2000;7.4000;0.6200;14;3;MQ-CIZALLA,MQ-TALADRO,MQ-VIBRADOR;139.34;181.14;693;CT-04-01-080;
04.02.01.090;04;Refuerzo y ampliación de zapata existente.;m²;MO-OF1-ALB · albañilería · 1.6000 h/m² | MO-OF1-CAB · armado de acero de refuerzo · 0.9000 h/m² | MO-AYU · apoyo general de obra · 2.2000 h/m²;2.5000;2.2000;4.7000;1.1800;13;4;MQ-CIZALLA,MQ-MART-ELEC,MQ-TALADRO,MQ-VIBRADOR;133.67;173.78;496;CT-04-01-090;
04.02.01.100;04;Concreto pobre de limpieza bajo fundación.;m2;MO-OF1-ALB · albañilería · 0.2000 h/m2 | MO-AYU · apoyo general de obra · 0.1500 h/m2;0.2000;0.1500;0.3500;0.0500;4;1;MQ-MEZCL;6.62;8.61;122;;
04.02.01.110;04;Concreto para zapata combinada.;m3;MO-OF1-ALB · albañilería · 0.8000 h/m3 | MO-AYU · apoyo general de obra · 0.6000 h/m3;0.8000;0.6000;1.4000;0.2000;4;1;MQ-VIBRADOR;116.33;151.23;99;;9
04.02.01.120;04;Concreto para zapata de medianería.;m3;MO-OF1-ALB · albañilería · 0.8000 h/m3 | MO-AYU · apoyo general de obra · 0.6000 h/m3;0.8000;0.6000;1.4000;0.2000;4;1;MQ-VIBRADOR;116.33;151.23;103;;9
04.02.01.130;04;Acero de refuerzo en zapata.;kg;MO-OF1-CAB · armado de acero de refuerzo · 0.0300 h/kg | MO-AYU · apoyo general de obra · 0.0150 h/kg;0.0300;0.0150;0.0450;0.0200;6;2;MQ-CIZALLA,MT-SEPARADOR;1.58;2.05;132;;12
04.02.01.140;04;Encofrado de zapata.;m2;MO-OF1-CARP · encofrado y carpintería de obra · 0.4000 h/m2 | MO-AYU · apoyo general de obra · 0.3000 h/m2;0.4000;0.3000;0.7000;0.1000;6;2;MQ-SIERRA,MT-DESMOLD;9.97;12.96;108;;4
04.02.01.150;04;Concreto para base de equipo.;m3;MO-OF1-ALB · albañilería · 0.9000 h/m3 | MO-AYU · apoyo general de obra · 0.6000 h/m3;0.9000;0.6000;1.5000;0.2000;4;1;MQ-VIBRADOR;116.89;151.95;104;;2
04.02.01.160;04;Recalce de zapata con concreto.;m3;MO-OF1-ALB · albañilería · 1.0000 h/m3 | MO-AYU · apoyo general de obra · 0.7000 h/m3;1.0000;0.7000;1.7000;0.2000;5;1;MQ-VIBRADOR;129.92;168.89;107;;
04.02.01.170;04;Refuerzo de zapata existente con acero.;kg;MO-OF1-CAB · armado de acero de refuerzo · 0.0400 h/kg | MO-AYU · apoyo general de obra · 0.0200 h/kg;0.0400;0.0200;0.0600;0.0200;6;1;MQ-CIZALLA;11.24;14.61;118;;
04.02.01.180;04;Concreto para pedestal de concreto armado.;m3;MO-OF1-ALB · albañilería · 0.9000 h/m3 | MO-AYU · apoyo general de obra · 0.6000 h/m3;0.9000;0.6000;1.5000;0.2000;4;1;MQ-VIBRADOR;116.89;151.95;110;;2
04.03.01.010;04;Acero de refuerzo en vigas de riostra.;kg;MO-OF1-CAB · armado de acero de refuerzo · 0.0340 h/kg | MO-AYU · apoyo general de obra · 0.0340 h/kg;0.0340;0.0340;0.0680;0.0140;6;2;MQ-CIZALLA,MT-SEPARADOR;1.68;2.18;667;CT-04-02-010;
04.03.01.020;04;Encofrado y desencofrado de viga de riostra.;m²;MO-OF1-CARP · encofrado y carpintería de obra · 0.5200 h/m² | MO-AYU · apoyo general de obra · 0.5200 h/m²;0.5200;0.5200;1.0400;0.0000;5;1;MT-DESMOLD;10.98;14.27;537;CT-04-02-020;
04.03.01.030;04;Concreto para viga de riostra.;m³;MO-OF1-ALB · albañilería · 0.5500 h/m³ | MO-AYU-ESP · apoyo especializado de obra · 0.6000 h/m³ | MO-AYU · apoyo general de obra · 0.8500 h/m³;0.5500;1.4500;2.0000;0.2400;6;2;MQ-VIBRADOR,MT-CURADOR;124.80;162.24;604;CT-04-02-030;
04.03.01.040;04;Acero de refuerzo en viga de riostra.;kg;MO-OF1-CAB · armado de acero de refuerzo · 0.0300 h/kg | MO-AYU · apoyo general de obra · 0.0150 h/kg;0.0300;0.0150;0.0450;0.0200;6;2;MQ-CIZALLA,MT-SEPARADOR;1.58;2.05;141;;12
04.03.01.050;04;Encofrado de viga de riostra.;m2;MO-OF1-CARP · encofrado y carpintería de obra · 0.4000 h/m2 | MO-AYU · apoyo general de obra · 0.3000 h/m2;0.4000;0.3000;0.7000;0.1000;6;2;MQ-SIERRA,MT-DESMOLD;9.97;12.96;117;;4
04.03.01.060;04;Vaciado de concreto en viga de riostra.;m3;MO-OF1-ALB · albañilería · 0.8000 h/m3 | MO-AYU · apoyo general de obra · 0.6000 h/m3;0.8000;0.6000;1.4000;0.2000;4;1;MQ-VIBRADOR;116.33;151.23;98;;9
04.03.01.070;04;Concreto para viga de fundación.;m3;MO-OF1-ALB · albañilería · 0.8000 h/m3 | MO-AYU · apoyo general de obra · 0.6000 h/m3;0.8000;0.6000;1.4000;0.2000;4;1;MQ-VIBRADOR;116.33;151.23;100;;9
04.03.01.080;04;Acero de refuerzo en viga de fundación.;kg;MO-OF1-CAB · armado de acero de refuerzo · 0.0300 h/kg | MO-AYU · apoyo general de obra · 0.0150 h/kg;0.0300;0.0150;0.0450;0.0200;6;2;MQ-CIZALLA,MT-SEPARADOR;1.58;2.05;131;;12
04.03.01.090;04;Viga de riostra con bloque lateral.;m;MO-OF1-ALB · albañilería · 0.6000 h/m | MO-AYU · apoyo general de obra · 0.4000 h/m;0.6000;0.4000;1.0000;0.1000;6;1;MQ-MEZCL;18.08;23.50;153;;
04.03.01.100;04;Viga de fundación sobre suelo mejorado.;m;MO-OF1-ALB · albañilería · 0.5000 h/m | MO-AYU · apoyo general de obra · 0.3500 h/m;0.5000;0.3500;0.8500;0.1000;5;1;MQ-VIBRADOR;14.54;18.90;120;;
04.03.01.110;04;Encofrado de viga de fundación.;m2;MO-OF1-CARP · encofrado y carpintería de obra · 0.4000 h/m2 | MO-AYU · apoyo general de obra · 0.3000 h/m2;0.4000;0.3000;0.7000;0.1000;6;2;MQ-SIERRA,MT-DESMOLD;9.97;12.96;119;;4
04.03.01.120;04;Concreto para viga de amarre.;m3;MO-OF1-ALB · albañilería · 0.8000 h/m3 | MO-AYU · apoyo general de obra · 0.6000 h/m3;0.8000;0.6000;1.4000;0.2000;4;1;MQ-VIBRADOR;116.33;151.23;97;;9
